idxs,title,date,typ,origin,section,subject_theme,health_issue,covid,doc_cited,direct_mention,precise_mention,imprecise_mention,generic_mention,hard_soft
41146,"RESOLUÇÃO Nº 588, DE 29 DE SETEMBRO DE 2020",2020-10-01,Resolução,Ministério da Infraestrutura,S01,"Prorrogação do prazo para realização dos testes e_x000D_
exercícios de controle de qualidade AVSEC com_x000D_
vencimento em 2020.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
41389,"RESOLUÇÃO Nº 666, DE 30 DE SETEMBRO DE 2020",2020-10-02,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Definições da teleconsulta de Nutrição por meio de_x000D_
tecnologias da informação e da comunicação (TICs)_x000D_
durante a pandemia da Covid-19 e instauração do Cadastro_x000D_
Nacional de Nutricionistas para Teleconsulta (eNutricionista).",COVID-19,True,WHO's Technical guidance on COVID-19,Direct,No,Yes,No,Soft norm
41514,"PORTARIA Nº 22, de 1º de outubro de 2020",2020-10-02,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação do trabalho Home Office das/os trabalhadoras/os do Conselho Regional de Serviço Social 7ª Região.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
41514,"PORTARIA Nº 22, de 1º de outubro de 2020",2020-10-02,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação do trabalho Home Office das/os trabalhadoras/os do Conselho Regional de Serviço Social 7ª Região.,COVID-19,True,WHO's Technical guidance on COVID-19,Direct,No,Yes,No,Soft norm
42038,"PORTARIA Nº 470, DE 2 DE OUTUBRO DE 2020",2020-10-05,Portaria,Presidência da República,S01,"Restriçoes temporárias de entrada no País de estrangeiros, de qualquer nacionalidade.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
42766,"RESOLUÇÃO CFESS Nº 958, de 5 de outubro de 2020",2020-10-09,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Dispositivo sobre o cancelamento da reunião da_x000D_
Comissão Especial em 2020 em decorrência da_x000D_
pandemia do Novo Coronavírus - COVID-19.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
39204,"PORTARIA Nº 2.516, DE 21 DE SETEMBRO DE 2020",2020-09-22,Portaria,Ministério da Saúde,S01,"Transferência de recursos financeiros na aquisição de medicamentos utilizados no âmbito da saúde mental em_x000D_
virtude dos impactos sociais ocasionados pela pandemia da COVID-19.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
43119,"RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC Nº 416, DE 27 DE AGOSTO DE 2020",2020-10-13,Resolução,Ministério da Saúde,S01,Ato público de liberação (Alimentos e Medicamentos),Other (specify),FALSE,Export Certificate of Pharmaceutical Product,Direct,No,Yes,No,Soft norm
43198,"PORTARIA Nº 568, DE 9 DE OUTUBRO DE 2020",2020-10-13,Portaria,Ministério da Educação,S01,Protocolo de Biossegurança para realização das avaliações externas in loco no período da pandemia COVID-19,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,Yes,Soft norm
43198,"PORTARIA Nº 568, DE 9 DE OUTUBRO DE 2020",2020-10-13,Portaria,Ministério da Educação,S01,Protocolo de Biossegurança para realização das avaliações externas in loco no período da pandemia COVID-19,COVID-19,True,,Direct,No,Yes,Yes,Soft norm
43198,"PORTARIA Nº 568, DE 9 DE OUTUBRO DE 2020",2020-10-13,Portaria,Ministério da Educação,S01,Protocolo de Biossegurança para realização das avaliações externas in loco no período da pandemia COVID-19,COVID-19,True,WHO's Infection prevention & control department,Direct,No,Yes,No,Soft norm
43467,"RESOLUÇÃO Nº 27, DE 9 DE JULHO DE 2020",2020-10-15,Resolução,"Ministério da Mulher, da Família e dos Direitos Humanos",S01,"Garantia do direito à alimentação adequada as pessoas privadas de liberdade, em todo território nacional.",Other (specify),FALSE,Breastfeeding and COVID-19,Indirect,No,Yes,Yes,Soft norm
43467,"RESOLUÇÃO Nº 27, DE 9 DE JULHO DE 2020",2020-10-15,Resolução,"Ministério da Mulher, da Família e dos Direitos Humanos",S01,"Garantia do direito à alimentação adequada as pessoas privadas de liberdade, em todo território nacional.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
43482,"RESOLUÇÃO Nº 592, DE 13 DE OUTUBRO DE 2020",2020-10-15,Resolução,Ministério da Infraestrutura,S01,Prorrogação da validade na isenção de bombeiros de aeródromo de terem especialização em bombeiro motorista e chefe de equipe.,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,No,Yes,No,Soft norm
44522,"Resolução Nº 13, DE 19 DE outubro DE 2020",2020-10-20,Resolução,Presidência da República,S01,Aprovação de consolidação das Diretrizes do Comitê de Crise para a Supervisão e Monitoramento dos Impactos da Covid-19.,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
44522,"Resolução Nº 13, DE 19 DE outubro DE 2020",2020-10-20,Resolução,Presidência da República,S01,Aprovação de consolidação das Diretrizes do Comitê de Crise para a Supervisão e Monitoramento dos Impactos da Covid-19.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
44711,"PORTARIA Nº 2.789, DE 14 DE OUTUBRO DE 2020",2020-10-21,Portaria,Ministério da Saúde,S01,Medidas de proteção para enfrentamento da emergência de saúde pública decorrente do Coronavírus (Covid-19).,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
44736,"ACÓRDÃO Nº 463, DE 31 DE AGOSTO DE 2020",2020-10-22,Acórdão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Reunidos em sessão na 223ª Reunião Plenária Extraordinária, acordam por_x000D_ unanimidade entre os presentes: pela aplicabilidade da Resolução n° 516 de 20 de março_x000D_ de 2020 ao profissional Fisioterapeuta enquanto docente e responsável técnico no_x000D_ ambiente dos estágios curriculares obrigatórios do Curso de Fisioterapia. Este Acórdão_x000D_ aplica-se às práticas de estágio supervisionado (estágio obrigatório) que envolvam_x000D_ assistência ao paciente/usuário/cliente, no entendimento da obrigatoriedade de que o_x000D_ supervisor/docente e o discente devem estar presencialmente no mesmo local. Assim,_x000D_ acordam os Conselheiros que a utilização de recursos de Tecnologias da Informação e de_x000D_ Comunicação (TICs) devem ser exclusivamente para efeito de assistência ao paciente na_x000D_ modalidade telessaúde, quando esgotadas todas as possibilidades do atendimento_x000D_ presencial. A decisão de quais pacientes podem ser atendidos na  modalidade telessaúde,_x000D_ respeitados critérios de elegibilidade, é do supervisor/docente Fisioterapeuta.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
44737,"ACÓRDÃO Nº 464, DE 31 DE AGOSTO DE 2020",2020-10-22,Acórdão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Reunidos em sessão na 223ª Reunião Plenária Extraordinária, acordam por_x000D_ unanimidade entre os presentes: pela aplicabilidade da Resolução n° 516 de 20 de março_x000D_ de 2020 ao profissional Terapeuta Ocupacional enquanto responsável técnico no ambiente_x000D_ dos estágios curriculares obrigatórios do Curso de Terapia Ocupacional. Este Acórdão_x000D_ aplica-se às práticas de estágio supervisionado (estágio obrigatório) que envolvam_x000D_ assistência ao paciente/usuário/cliente, no entendimento da obrigatoriedade de que o_x000D_ supervisor/preceptor e o discente devem estar presencialmente no mesmo local. Assim,_x000D_ acordam os Conselheiros que a utilização de recursos de Tecnologias da Informação e de_x000D_ Comunicação (TICs) devem ser exclusivamente para efeito de assistência ao paciente na_x000D_ modalidade telessaúde, quando esgotadas todas as possibilidades do atendimento_x000D_ presencial. A decisão de quais pacientes podem ser atendidos na  modalidade telessaúde,_x000D_ respeitados critérios de elegibilidade, é do supervisor/preceptor Terapeuta Ocupacional.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
45329,"PORTARIA CONJUNTA Nº 4, DE 22 DE OUTUBRO DE 2020",2020-10-23,Portaria Conjunta,Ministério da Cidadania,S01,"Aprova orientação técnica conjunta para a atuação intersetorial_x000D_
e integrada entre a rede socioassistencial e as Comunidades_x000D_
Terapêuticas no enfrentamento da pandemia causada pelo novo_x000D_
coronavírus (COVID-19) junto à população em situação de rua,_x000D_
usuária abusiva de substâncias psicoativas.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
45529,"RESOLUÇÃO Nº 668, DE 23 DE OUTUBRO DE 2020",2020-10-26,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Definição dos procedimentos nacionais para as ações da Fiscalização do Sistema CFN/CRN em decorrência da pandemia da Covid-19.,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
45712,"RESOLUÇÃO CONSUNI/UFR Nº 10, DE 25 DE MAIO DE 2020",2020-10-27,Ato Normativo,Ministério da Educação,S01,"Criação do Auxílio Educação Remota, em caráter excepcional e temporário.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
45750,"RESOLUÇÃO CREF4/SP nº 127, de 26 de outubro de 2020",2020-10-27,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Disposições sobre a anuidade de Pessoa Física e Pessoa Jurídica para o exercício de 2021,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
46335,"PORTARIA Nº 519, DE 28 DE OUTUBRO DE 2020",2020-10-29,Portaria,Ministério da Cidadania,S01,Disposições sobre o calendário de pagamentos e saques do auxílio emergencial,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
46335,"PORTARIA Nº 519, DE 28 DE OUTUBRO DE 2020",2020-10-29,Portaria,Ministério da Cidadania,S01,Disposições sobre o calendário de pagamentos e saques do auxílio emergencial,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
46358,"RESOLUÇÃO Nº 593, DE 27 DE OUTUBRO DE 2020",2020-10-29,Resolução,Ministério da Infraestrutura,S01,Disposições sobre isenção temporária de cumprimento do requisito de que trata o parágrafo 153.419(c) do RBAC nº 153.,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,No,Yes,No,Soft norm
46467,"PORTARIA Nº 144, DE 28 DE OUTUBRO DE 2020",2020-10-29,Portaria,Ministério da Cidadania,S01,Disposições sobre as programações financeiras originárias de emendas parlamentares individuais impositivas para às ações de enfrentamento ao COVID-19.,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
46486,"PORTARIA Nº 478, DE 14 DE OUTUBRO DE 2020",2020-10-14,Portaria,Presidência da República,S01,"Disposições sobre a restrição excepcional e temporária de entrada no País de estrangeiros, de qualquer nacionalidade.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
46493,"PORTARIA Nº 509, DE 21 DE OUTUBRO DE 2020",2020-10-21,Portaria,Ministério da Cidadania,S01,"Prorrogação do prazo estabelecido na Portaria nº 366, de 22 de abril de 2020, que dispõe acerca de medidas para o enfrentamento da Emergência em Saúde Pública de Importância Nacional.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
46528,"RESOLUÇÃO Nº 26 CREF 18 PA/AP, de 25 de setembro de 2020",2020-11-03,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação do prazo de vencimento do desconto para pagamento das anuidades do exercício de 2020.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
46714,"PORTARIA Nº 655, DE 29 DE OUTUBRO DE 2020",2020-11-03,Portaria,Ministério da Educação,S01,"Prorrogação para o dia 30 de novembro de 2020 do prazo estabelecido na_x000D_
Resolução nº 03, de 28 de junho de 2012, para a realização dos aditamentos de renovação_x000D_
semestral dos contratos de financiamento concedidos pelo Fundo de Financiamento_x000D_
Estudantil (Fies), simplificados e não simplificados, do 2º semestre de 2020.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
46757,"RESOLUÇÃO-RE Nº 4.444, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Alterar na cultura do café o LMR ; alterar_x000D_
na cultura do girassol o LMR ; altera no item ""i"" a frase:_x000D_
""Classificação toxicológica: Classe II"" para ""Classificação toxicológica: específica para cada_x000D_
produto, e inclui as frases: ""l) Dose de Referência Aguda (DRfA) = 1,0 mg/kg p.c._x000D_
(fonte: JMPR*, 2007)"" e ""* The Joint FAO/WHO Meeting on Pesticide Residues (Comitê de_x000D_
Especialistas FAO/OMS sobre Resíduos de Agrotóxicos)"". na monografia do ingrediente_x000D_
ativo P13 - PROFENOFÓS, na Relação de Monografias dos Ingredientes Ativos de_x000D_
Agrotóxicos, Domissanitários e Preservantes de Madeira, publicada por meio da Resolução_x000D_
- RE n° 165, de 29 de agosto de 2003, DOU de 2 de setembro de 2003",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46758,"RESOLUÇÃO-RE Nº 4.445, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Inclusão das culturas: de batata e cebola com LMR de 0,01 mg/kg e IS de_x000D_
7 dias; a cultura do melão com LMR de 0,7 mg/kg e IS de 3 dias, a cultura do tomate com_x000D_
LMR de 0,8 mg/kg e IS de 3 dias e a cultura do crisântemo com LMR e IS como UNA (Uso_x000D_
não alimentar). Alterar a frase no item ""i"" de: ""Classificação toxicológica: Classe IV, para:_x000D_
""Classificação toxicológica: específica para cada produto, conforme art. 38 da Resolução da_x000D_
Diretoria Colegiada - RDC nº 294, de 29 de julho de 2019"" e incluir as frases: a) ""k)_x000D_
Ingestão Diária Aceitável (IDA): 0,04 mg/kg p.c. (fonte: JMPR*, 2014)"", b) l) Dose de_x000D_
Referência Aguda (DRfA): Não aplicável (fonte: JMPR*, 2014); e c) *The Joint FAO/WHO_x000D_
Meeting on Pesticide Residues (Comitê de Especialistas FAO/OMS sobre Resíduos de_x000D_
Agrotóxicos) na monografia do ingrediente ativo F44 - FLUFENOXUROM, na Relação de_x000D_
Monografias dos Ingredientes Ativos de Agrotóxicos, Domissanitários e Preservantes de_x000D_
Madeira.",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46763,"RESOLUÇÃO-RE Nº 4.448, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,Food additives,Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46764,"RESOLUÇÃO-RE Nº 4.449, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Inclusão das culturas: caju, caqui, carambola, figo, goiaba e mangaba, com_x000D_
LMR de 5,0 mg/kg e IS de 14 dias, todas na modalidade de emprego (aplicação) foliar,_x000D_
incluir a frase: m) Dose de Referência Aguda (DRfA) = Não estabelecida (Fonte: JMPR*,_x000D_
1999) e a frase: ""* The Joint FAO/WHO Meeting on Pesticide Residues (Comitê de_x000D_
Especialistas FAO/OMS sobre Resíduos de Agrotóxicos)"", na monografia do ingrediente_x000D_
ativo P34 - PIRIPROXIFEM, contido na Relação de Monografias dos Ingredientes Ativos de_x000D_
Agrotóxicos, Domissanitários e Preservantes de Madeira.",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46776,"RESOLUÇÃO-RE Nº 4.442, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Inclusão das culturas: milho, milheto e sorgo, com LMR de 0,01 mg/kg e IS_x000D_
de 30 dias, todas na modalidade de emprego (aplicação) foliar, inclui a frase: Dose de_x000D_
Referência Aguda (DRfA) = DRfA: 0,005 mg/kg p.c. (Fonte: JMPR, 2018) e a frase: ""*The_x000D_
Joint FAO/WHO Meeting on Pesticide Residues (Comitê de Especialistas FAO/OMS sobre_x000D_
Resíduos de Agrotóxicos)"", na monografia do ingrediente ativo E29 - ETIPROLE, a Relação_x000D_
de Monografias dos Ingredientes Ativos de Agrotóxicos, Domissanitários e Preservantes de_x000D_
Madeira.",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46830,"RESOLUÇÃO- RE Nº 4.453, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Inclusão das culturas: agrião, almeirão, chicória e mostarda, com LMR de 0,2 mg/kg e IS de 7 dias, couve, com LMR de 0,1 mg/kg e IS de 28 dias, todas na modalidade de emprego (aplicação) foliar, inclui a frase: Dose de Referência Aguda (DRfA) = Não aplicável (Fonte: JMPR*, 2015) e a frase: ""*The Joint FAO/WHO Meeting on Pesticide Residues (Comitê de Especialistas FAO/OMS sobre Resíduos de Agrotóxicos)"", na monografia do ingrediente ativo C66 - CIAZOFAMIDA, na Relação de Monografias dos Ingredientes Ativos de Agrotóxicos, Domissanitários e Preservantes de Madeira.",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
46837,"RESOLUÇÃO-RE Nº 4.438, DE 29 DE OUTUBRO DE 2020",2020-11-03,Resolução,Ministério da Saúde,S01,"Inclusão das culturas: amendoim, ervilha, feijão-caupi, feijão-fava, feijãovagem, grão-de-bico e lentilha, com LMR de 0,01 mg/kg e IS de 7 dias, todas na modalidade de Imprego (aplicação) foliar, inclui a frase: Dose de Referência Aguda (DRfA) = 0,02 mg/kg p.c. (Fonte: JMPR, 2014), a frase: ""*The Joint FAO/WHO Meeting on Pesticide Residues (Comitê de Especialistas FAO/OMS sobre Resíduos de Agrotóxicos)"" e a frase ""Para fins de definição de resíduos para conformidade com o LMR e avaliação do risco dietético será considerado a soma de Benzoato de Emamectina B1a e Benzoato de Emamectina B1b."", na monografia do ingrediente ativo B55 - BENZOATO DE EMAMECTINA , contido na Relação de Monografias dos Ingredientes Ativos de Agrotóxicos, Domissanitários e Preservantes de Madeira, publicada por meio da Resolução - RE n° 165, de 29 de agosto de 2003, no DOU de 2 de setembro de 2003.",Other (specify),True,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
47006,"RESOLUÇÃO Nº 566, de 29 DE OUTUBRO DE 2020",2020-11-04,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Disposições sobre a fixação das anuidades, taxas, emolumentos, serviços e multas devidas por pessoas físicas e jurídicas para o exercício de 2021.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
47139,"RESOLUÇÃO Nº 2.057, DE 28 DE SETEMBRO DE 2020",2020-11-04,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Acréscimo de dispositivos à Resolução nº 2.051, de 3 de agosto de 2020, que institui procedimentos excepcionais para o pleito eleitoral de 2020 no âmbito do Sistema Cofecon/Corecons em razão da pandemia do COVID-19",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
47140,"RESOLUÇÃO Nº 18, DE 3 DE NOVEMBRO DE 2020",2020-11-04,Resolução,Ministério da Cidadania,S01,"Alteração do artigo 13 da Resolução CNAS nº 14, de 15 de maio de 2014, que define os parâmetros nacionais para a inscrição das entidades ou organizações de Assistência Social, bem como dos serviços, programas, projetos e benefícios socioassistenciais nos Conselhos de Assistência Social.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
47354,"PORTARIA Nº 23, DE 28 de outubro de 2020",2020-11-05,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação do trabalho Home Office das/os trabalhadoras/os do Conselho Regional de Serviço Social 7ª Região.,COVID-19,True,WHO's Technical guidance on COVID-19,Direct,No,Yes,No,Soft norm
47354,"PORTARIA Nº 23, DE 28 de outubro de 2020",2020-11-05,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação do trabalho Home Office das/os trabalhadoras/os do Conselho Regional de Serviço Social 7ª Região.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
47369,"RESOLUÇÃO Nº 40, DE 13 DE OUTUBRO DE 2020",2020-11-05,Resolução,"Ministério da Mulher, da Família e dos Direitos Humanos",S01,"Disposições sobre as diretrizes para promoção, proteção_x000D_
e defesa dos direitos humanos das pessoas em_x000D_
situação de rua, de acordo com a Política Nacional_x000D_
para População em Situação de Rua.",Mental and behavioral disorders,FALSE,,Direct,No,Yes,No,Soft norm
47779,"PORTARIA Nº 2.645, DE 5 DE NOVEMBRO DE 2020",2020-11-06,Portaria,Controladoria-Geral da União,S01,"Protocolos de retorno seguro às atividades presenciais a serem adotados no âmbito da Controladoria-Geral da União, em virtude do estado de emergência de saúde pública causado pela pandemia de COVID-19.",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,No,Yes,No,Soft norm
63268,"PORTARIA Nº 3.807, DE 29 DE NOVEMBRO DE 2018",2018-12-03,Portaria,Ministério da Saúde,S01,Controle do Tabaco e de seus Protocolos,Tobacco,FALSE,The WHO Framework Convention on Tobacco Control (WHO FCTC),Direct,Yes,No,No,Hard norm
64793,"RESOLUÇÃO  Nº 597, de 5 de dezembro de 2018",2018-12-10,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Altera o Manual Selo da Qualidade; aprova a_x000D_
reformulação do Programa Nacional de Qualidade_x000D_
(PNQ);",Other (specify),FALSE,,Direct,No,Yes,No,Soft norm
64838,"RECOMENDAÇÃO Nº  9, DE 25 DE OUTUBRO DE 2017",2018-12-10,Recomendação,Ministério dos Direitos Humanos,S01,"Política Nacional de Redução de_x000D_
Agrotóxicos (PNARA) e ameaça à proteção do direito à_x000D_
alimentação adequada e à saúde em decorrência do_x000D_
uso de agrotóxicos.",Other (specify),FALSE,,Direct,No,No,Yes,
65096,"PORTARIA Nº 3.896, DE 7 DE DEZEMBRO DE 2018",2018-12-10,Portaria,Ministério da Saúde,S01,Habilitar os hospitais a seguir na Tabela de Habilitação do Sistema de Cadastro Nacional de Estabelecimentos de Saúde (SCNES),Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
65443,"RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC N° 255, DE 10 DE DEZEMBRO DE 2018",2018-12-11,Resolução,Ministério da Saúde,S01,"Regimento Interno da Agência_x000D_
Nacional de Vigilância Sanitária - Anvisa",Tobacco,FALSE,,,,N/C,No,
65540,"RESOLUÇÃO NORMATIVA - RN Nº 439, DE 3 DE DEZEMBRO DE 2018",2018-12-12,Resolução,Ministério da Saúde,S01,"atualização periódica do_x000D_
Rol de Procedimentos e Eventos em Saúde",Other (specify),FALSE,International Statistical Classification of Diseases and Related Health Problems (ICD),Direct,Yes,No,No,Soft norm
67310,"PORTARIA Nº 171, DE 13 DE DEZEMBRO DE 2018",2018-12-19,Portaria,"Ministério da Agricultura, Pecuária e Abastecimento",S01,"e proibição de uso de_x000D_
antimicrobianos com a finalidade de aditivos_x000D_
melhoradores de desempenho de alimentos e abre_x000D_
prazo manifestação.",Other (specify),FALSE,,Direct,No,Yes,No,Soft norm
67559,"PORTARIA Nº 4.026, DE 18 DE DEZEMBRO DE 2018",2018-12-19,Portaria,Ministério da Saúde,S01,"repasse de recursos financeiros do Fundo_x000D_
Nacional de Saúde ao Fundo Municipal de Saúde de_x000D_
Santarém",Other (specify),FALSE,,Direct,No,Yes,No,
69961,"PORTARIA Nº 2.017, DE 24 DE DEZEMBRO  DE 2018",2018-12-28,Portaria,Ministério da Saúde,S01,Desabilita hospitais como Amigos da Criança,Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
70765,"DESPACHO Nº 231, DE 28 DE DEZEMBRO DE 2018",2018-12-31,Despacho,Ministério da Justiça,S01,Mudança de classificação indicativa de programa televisivo levando em consideração a normativa da OMS,Other (specify),FALSE,National suicide prevention strategies,Direct,,N/C,No,Soft norm
1486,"RESOLUÇÃO Nº 600, DE 11 DE OUTUBRO DE 2018",2019-01-14,Resolução,Ministério da Saúde,S01,Posicionamento brasileiro para a Global Conference on Primary Health Care 2018,Other (specify),FALSE,Report of the Global conference on primary health care: from Alma-Ata towards universal health coverage and the Sustainable Development Goals,Direct,No,Yes,No,Soft norm
3430,"PORTARIA Nº 28, DE 11 DE JANEIRO DE 2019",2019-01-28,Portaria,Ministério da Saúde,S01,"Desabilita estabelecimento de saúde, do Estado do Maranhão, na Iniciativa Hospital Amigo Da Criança",Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
6634,"RESOLUÇÃO Nº 4, DE 11 DE FEVEREIRO DE 2019",2019-02-13,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Institui as regras para a elaboração de documentos_x000D_ escritos produzidos pela(o) psicóloga(o) no exercício_x000D_ profissional,",,FALSE,,Direct,No,Yes,No,Soft norm
7208,"Portaria Nº 5.127, de 29 de janeiro de 2019",2019-02-18,Portaria,Ministério da Saúde,S01,Análise de produtos,,FALSE,WHO good manufacturing practices for pharmaceutical products,Direct,No,Yes,No,Soft norm
29268,"CONSULTA PÚBLICA Nº 885, DE 23 DE JULHO DE 2020",2020-07-29,Consulta Pública,Ministério da Saúde,S01,Consulta pública de ato normativo,Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
29278,"CONSULTA PÚBLICA Nº 881, DE 23 DE JULHO DE 2020",2020-07-29,Consulta Pública,Ministério da Saúde,S01,Consulta pública de ato normativo,,FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
29279,"CONSULTA PÚBLICA Nº 882, DE 23 DE JULHO DE 2020",2020-07-29,Consulta Pública,Ministério da Saúde,S01,Consulta pública de ato normativo,Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,
29285,"RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC Nº 401, DE 21 DE JULHO DE 2020",2020-07-29,Resolução,Ministério da Saúde,S01,"Alteração da Resolução de Diretoria Colegiada - RDC nº_x000D_
22, de 13 de maio de 2015,",,FALSE,Joint FAO/WHO Expert Committee on Food Additives (JECFA),Direct,Yes,No,No,
29290,"PORTARIA Nº 34, DE 28 DE JULHO DE 2020",2020-07-29,Portaria,Ministério da Justiça e Segurança Pública,S01,Suspensões devido ao coronavírus,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
29386,"PORTARIA Nº 788, DE 24 DE JULHO DE 2020",2020-07-29,Portaria,Ministério do Meio Ambiente,S01,"Reabertura da visitação pública no Refúgio de Vida_x000D_
Silvestre do Arquipélago de Alcatrazes - Refúgio de_x000D_
Alcatrazes",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
29386,"PORTARIA Nº 788, DE 24 DE JULHO DE 2020",2020-07-29,Portaria,Ministério do Meio Ambiente,S01,"Reabertura da visitação pública no Refúgio de Vida_x000D_
Silvestre do Arquipélago de Alcatrazes - Refúgio de_x000D_
Alcatrazes",COVID-19,True,,Direct,No,No,Yes,
29389,"PORTARIA Nº 790, DE 24 DE JULHO DE 2020",2020-07-29,Portaria,Ministério do Meio Ambiente,S01,"Reabertura da visitação pública no Parque Nacional_x000D_
do Itatiaia.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
